Product Name,Product Price,Product Link
"POLAR Comfort 1200 Watts Halogen Room Heater (Tip Over Safety Switch, RHHCOM, White)","₹1,982",/polar-comfort-1200-watts-halogen-room-heater-tip-over-safety-switch-rhhcom-white-/p/266076
"tag8 Digital Phone Recovery Tag (AI Enabled, 800020, Black)",₹515,/tag8-digital-phone-recovery-tag-ai-enabled-800020-black-/p/233154
"TATA POWER EZ HOME Smart Switch and Regulator (Google and Alexa Voice Assisted, FI-01-150 GWF-KM26, White)","₹2,100",/tata-power-ez-home-smart-switch-and-regulator-google-and-alexa-voice-assisted-fi-01-150-gwf-km26-white-/p/245036
"Sunflame 2900 Watts PTC Fan Oil Filled Room Heater (U.O.F. Technology, SF-955 TF, Black)","₹8,012",/sunflame-2900-watts-ptc-fan-oil-filled-room-heater-u-o-f-technology-sf-955-tf-black-/p/223283
"zunpulse CCTV Security Camera (Night Vision with Real-Time Monitoring, Camer - 720p, White)","₹4,490",/zunpulse-cctv-security-camera-night-vision-with-real-time-monitoring-camer-720p-white-/p/253102
"Juvo Wonderlite Battery Powered Smart Motion Sensor Torch (SW1007-WL, White)",₹891,/juvo-wonderlite-battery-powered-smart-motion-sensor-torch-sw1007-wl-white-/p/220209
"BAJAJ Euro Prime EE 1 Star 1200mm 3 Blade Silent Operation Ceiling Fan (Anti Bacterial, White & Silver)","₹3,949",/bajaj-euro-prime-ee-1-star-1200mm-3-blade-silent-operation-ceiling-fan-anti-bacterial-white-silver-/p/270609
"USHA 2000 Watt PTC Fan Room Heater (Thermal Cut Out, FH 812T, Black)","₹2,490",/usha-2000-watt-ptc-fan-room-heater-thermal-cut-out-fh-812t-black-/p/100092
"Xiaomi Eco-System Roidmi 100 Watts Cordless Vacuum Cleaner (Fastest Charging, 1.3 kg, 5 years Warranty, F8 Storm FX, Blue)","₹15,900",/xiaomi-eco-system-roidmi-100-watts-cordless-vacuum-cleaner-fastest-charging-1-3-kg-5-years-warranty-f8-storm-fx-blue-/p/222742
"Electrolux UltimateHome 500 Convertible 1 Ton 5 Star Inverter Split AC with 360 Degree Cooling (2022 Model, Copper Condenser, ESV125C3HA)","₹40,990",/electrolux-ultimatehome-500-convertible-1-ton-5-star-inverter-split-ac-with-360-degree-cooling-2022-model-copper-condenser-esv125c3ha-/p/269036
"Ariete 1200 Watts 260ml Garment Steamer (1 Mode, Stainless Steel Plate, 00P416700AR0, White)","₹4,014",/ariete-1200-watts-260ml-garment-steamer-1-mode-stainless-steel-plate-00p416700ar0-white-/p/300671
"HAVELLS Inclino 1200 Watts Heating Tubes Halogen Room Heater (Oscillation Function, GHRGHAIK120, Black)","₹2,667",/havells-inclino-1200-watts-heating-tubes-halogen-room-heater-oscillation-function-ghrghaik120-black-/p/302703
"Yale 41 Litres Digital Safety Locker (1 Shelve, YSS/390/DB2, Black)","₹8,499",/yale-41-litres-digital-safety-locker-1-shelve-yss-390-db2-black-/p/234512
"Racold Altro i Plus 3 Litres Instant Water Geyser (4500 Watts, 3803274, White and Grey)","₹4,099",/racold-altro-i-plus-3-litres-instant-water-geyser-4500-watts-3803274-white-and-grey-/p/273615
"HAVELLS Elegance 1200 Watt Garment Steamer (GHGGSBQG120, Gold)","₹4,799",/havells-elegance-1200-watt-garment-steamer-ghggsbqg120-gold-/p/226116
"Honeywell AIR TOUCH P2 Air Purifier (H13 HEPA Filter, HC000021APP2, White)","₹17,499",/honeywell-air-touch-p2-air-purifier-h13-hepa-filter-hc000021app2-white-/p/300355
"DesignNest Heng Balance 5 Watts LED Table Lamp (249 Lumens, 20000 Hours Life Span, DH0075RD/HBLEUC, Red)","₹2,394",/designnest-heng-balance-5-watts-led-table-lamp-249-lumens-20000-hours-life-span-dh0075rd-hbleuc-red-/p/235014
"Electrolux UltimateHome 300 1.5 Ton 3 Star Inverter Split AC (2023 Model, Copper Condenser, PM 2.5 Filter, ESV183C1AA)","₹38,990",/electrolux-ultimatehome-300-1-5-ton-3-star-inverter-split-ac-2023-model-copper-condenser-pm-2-5-filter-esv183c1aa-/p/269039
"Origin Recharging Base Charger/Charging Dock for Dehumidifier (ORB1, White)","₹2,690",/origin-recharging-base-charger-charging-dock-for-dehumidifier-orb1-white-/p/234688
"iRobot Roomba i3 33 Watts Robotic Vacuum Cleaner (0.4 Litres Tank, i3152, Grey)","₹28,900",/irobot-roomba-i3-33-watts-robotic-vacuum-cleaner-0-4-litres-tank-i3152-grey-/p/234702
"POLAR Refresha Pro Instant Water Geyser (3000 Watts, WHREPROI3P1, White)","₹2,949",/polar-refresha-pro-instant-water-geyser-3000-watts-whreproi3p1-white-/p/266091
"Blue Star FNU 5 in 1 Convertible 1.5 Ton 3 Star Inverter Split AC with Turbo Mode (2022 Model, Copper Condenser, IA318FNU)","₹35,990",/blue-star-fnu-5-in-1-convertible-1-5-ton-3-star-inverter-split-ac-with-turbo-mode-2022-model-copper-condenser-ia318fnu-/p/249649
"Rico ISI Certified 2000 Watts Room Heater With Japanese Fast Heating Technology and Free Replacement (Adjustable Thermostat Setting, RH1502, White)","₹2,850",/rico-isi-certified-2000-watts-room-heater-with-japanese-fast-heating-technology-and-free-replacement-adjustable-thermostat-setting-rh1502-white-/p/244952
"WARMEX Rapido 6 Litres 5 Star Storage Water Geyser (2000 Watts, White)","₹5,459",/warmex-rapido-6-litres-5-star-storage-water-geyser-2000-watts-white-/p/268938
"zunpulse Falco 5 Star 1200mm 3 Blade BLDC Motor Ceiling Fan with Remote (Inverter Technology, Brown)","₹2,599",/zunpulse-falco-5-star-1200mm-3-blade-bldc-motor-ceiling-fan-with-remote-inverter-technology-brown-/p/262624
"zunpulse Adara Plus 25 Litres Smart Storage Water Geyser (2000 Watts, White)","₹5,299",/zunpulse-adara-plus-25-litres-smart-storage-water-geyser-2000-watts-white-/p/267267
"WARMEX Glide 1200 Watts Steam Iron (Overheat Safety Shut Off, Pink)",₹914,/warmex-glide-1200-watts-steam-iron-overheat-safety-shut-off-pink-/p/268945
"Sunflame 800 Watts Quartz Room Heater (Noiseless Operation, SF-941, White)","₹1,499",/sunflame-800-watts-quartz-room-heater-noiseless-operation-sf-941-white-/p/222535
"hindware Froid 24 Litres Personal Air Cooler (Honeycomb Pad, 517021, White)","₹7,499",/hindware-froid-24-litres-personal-air-cooler-honeycomb-pad-517021-white-/p/268383
"BLACK&DECKER 2800 Watts Oil Filled Room Heater (Adjustable Thermostat, BXRA1301IN, White)","₹14,689",/black-decker-2800-watts-oil-filled-room-heater-adjustable-thermostat-bxra1301in-white-/p/255751
"Qubo Smart Door Lock (Feather-Touch Keypad, OC- HLM04BL1, Black)","₹13,990",/qubo-smart-door-lock-feather-touch-keypad-oc-hlm04bl1-black-/p/271288
"Qubo Smart Door Lock (Two-Layer Authentication, OC- HLD01BL1, Black)","₹16,990",/qubo-smart-door-lock-two-layer-authentication-oc-hld01bl1-black-/p/249473
"ONIDA 90 Litres Desert Air Cooler (Honeycomb Pads, DC90HDG, White)","₹12,490",/onida-90-litres-desert-air-cooler-honeycomb-pads-dc90hdg-white-/p/267943
"WARMEX Rapido 15 Litres 5 Star Storage Water Geyser (2000 Watts, White)","₹6,539",/warmex-rapido-15-litres-5-star-storage-water-geyser-2000-watts-white-/p/268940
"Lifelong Infinia 800 Watts Quartz Room Heater (Over Heat Protection, LLQH923, White)","₹1,459",/lifelong-infinia-800-watts-quartz-room-heater-over-heat-protection-llqh923-white-/p/265108
"ECOVACS Floor Cleaner for OZMO 950 (Accessory Kit, OMZO950AKIT, Black)","₹2,270",/ecovacs-floor-cleaner-for-ozmo-950-accessory-kit-omzo950akit-black-/p/244857
"zunvolt 3 Litres Instant Water Geyser (3000 Watts, Geyser-3L, White)","₹2,423",/zunvolt-3-litres-instant-water-geyser-3000-watts-geyser-3l-white-/p/253118
"SR PORTABLES 1 Watt Solar Powered LED Light (140 Lumens, SRSOLLMP, Orange)","₹2,224",/sr-portables-1-watt-solar-powered-led-light-140-lumens-srsollmp-orange-/p/235512
"USHA HH3503H 1200 Watts Halogen Room Heater (Automatic Oscillation, 4653135030N, Grey)","₹3,699",/usha-hh3503h-1200-watts-halogen-room-heater-automatic-oscillation-4653135030n-grey-/p/230348
"Russell Hobbs RTF-4800 Bladeless 13800 m3/hr Air Delivery Tower Fan with Remote (Superior Quality, White)","₹9,436",/russell-hobbs-rtf-4800-bladeless-13800-m3-hr-air-delivery-tower-fan-with-remote-superior-quality-white-/p/271147
V-GUARD LCD-M-Crystal Voltage Stabilizer,"₹1,899",/v-guard-lcd-m-crystal-voltage-stabilizer/p/162737
"WARMEX Rapido 10 Litres 5 Star Storage Water Geyser (2000 Watts, White)","₹5,849",/warmex-rapido-10-litres-5-star-storage-water-geyser-2000-watts-white-/p/268939
"Electrolux UltimateHome 700 2000 W Dry Vacuum Cleaner with Washable Hygiene Filter 12 (6-Step Filtration System, Denim Blue)","₹16,490",/electrolux-ultimatehome-700-2000-w-dry-vacuum-cleaner-with-washable-hygiene-filter-12-6-step-filtration-system-denim-blue-/p/307305
"VOLTAS Windsor 65 Litres Room Air Cooler (Remote Control, 4810336, White/Grey)","₹18,690",/voltas-windsor-65-litres-room-air-cooler-remote-control-4810336-white-grey-/p/269216
"BAJAJ 50 Litres Tower Air Cooler with Typhoon Blower Technology (Anti Bacterial Hexacool Master, White)","₹8,580",/bajaj-50-litres-tower-air-cooler-with-typhoon-blower-technology-anti-bacterial-hexacool-master-white-/p/248032
HAVELLS Adonia R 15 Litre 5 Star Vertical Storage Geyser with Whirl Flow Technology (White),"₹15,154",/havells-adonia-r-15-litre-5-star-vertical-storage-geyser-with-whirl-flow-technology-white-/p/211251
"HAVELLS Bianca 5 Star 1200mm 3 Blade BLDC Motor Ceiling Fan with Remote (High Air Thrust, Gold Mist)","₹4,764",/havells-bianca-5-star-1200mm-3-blade-bldc-motor-ceiling-fan-with-remote-high-air-thrust-gold-mist-/p/270006
"Yale 9.6 Litres Digital Safety Locker (1 Shelve, YSEB/200/EB1, Black)","₹14,249",/yale-9-6-litres-digital-safety-locker-1-shelve-yseb-200-eb1-black-/p/234506
"Panasonic 1200 Watts 140ml Steam Iron (Non-stick Coating, NI-V100NAARM, Blue)","₹1,284",/panasonic-1200-watts-140ml-steam-iron-non-stick-coating-ni-v100naarm-blue-/p/227050
"SHARP Plasma Cluster Technology Air Purifier (Silent Mode, FP-J40M-W, White)","₹16,600",/sharp-plasma-cluster-technology-air-purifier-silent-mode-fp-j40m-w-white-/p/222413
"SHARP 556 Litres 2 Star Frost Free Double Door Refrigerator with Inverter Compressor (SJ-GP60T-BK, Black)","₹69,990",/sharp-556-litres-2-star-frost-free-double-door-refrigerator-with-inverter-compressor-sj-gp60t-bk-black-/p/307036
"Qubo (Part of Hero Group) Smart Home CCTV Security Camera (Water Resistant, Alexa Enabled, HCM01, Black)","₹3,390",/qubo-part-of-hero-group-smart-home-cctv-security-camera-water-resistant-alexa-enabled-hcm01-black-/p/227548
"Electrolux UltimateHome 700 250W Cordless Dry Vacuum Cleaner with 5 Step Filtration System (Up to 50 Minutes Runtime, Walnut Brown)","₹42,490",/electrolux-ultimatehome-700-250w-cordless-dry-vacuum-cleaner-with-5-step-filtration-system-up-to-50-minutes-runtime-walnut-brown-/p/307499
"Electrolux Well Q6 130 W Cordless Dry Vacuum Cleaner with Cyclonic System (13 Minutes Runtime, Grey)","₹22,690",/electrolux-well-q6-130-w-cordless-dry-vacuum-cleaner-with-cyclonic-system-13-minutes-runtime-grey-/p/307497
"HAVELLS V3 450mm 3 Blade Thermal Overload Protector Wall Mounted Fan (Jerk Free Oscillation, Silver & Black)","₹5,399",/havells-v3-450mm-3-blade-thermal-overload-protector-wall-mounted-fan-jerk-free-oscillation-silver-black-/p/257009
"Orient Premia 45 Litres Personal Air Cooler with Dust Filter (Ice Chamber, Beige)","₹7,100",/orient-premia-45-litres-personal-air-cooler-with-dust-filter-ice-chamber-beige-/p/270307
"Blueair Joy S HEPA Silent Technology Air Purifier (Low-noise Operation, 103526, White)","₹11,721",/blueair-joy-s-hepa-silent-technology-air-purifier-low-noise-operation-103526-white-/p/215225
"dyson V12 Detect Slim Total Clean Portable Vacuum Cleaner (0.35 Litre, 405880-01, Yellow)","₹49,900",/dyson-v12-detect-slim-total-clean-portable-vacuum-cleaner-0-35-litre-405880-01-yellow-/p/257378
"Qubo Outdoor Bullet CCTV Security Camera (Full Color Night Vision, OC-HCO04WH1, White)","₹2,691",/qubo-outdoor-bullet-cctv-security-camera-full-color-night-vision-oc-hco04wh1-white-/p/272176
"Yale Smart Premium Biometric Lock For Furniture (Automatic Opening & Closing, YLDRPC-RG, Rose Gold)","₹3,399",/yale-smart-premium-biometric-lock-for-furniture-automatic-opening-closing-yldrpc-rg-rose-gold-/p/305449
"Balzano 1600 Watts Wet and Dry Vacuum Cleaner (25 Litres, K606, Silver)","₹6,490",/balzano-1600-watts-wet-and-dry-vacuum-cleaner-25-litres-k606-silver-/p/232981
dyson AirPurifier Filtr ActivatedCarbon,"₹2,490",/dyson-airpurifier-filtr-activatedcarbon/p/217821
"White Westinghouse 7.5 kg 5 Star Fully Automatic Top Load Washing Machine (HDT7500S, Delay Start, Grey)","₹11,999",/white-westinghouse-7-5-kg-5-star-fully-automatic-top-load-washing-machine-hdt7500s-delay-start-grey-/p/303536
"Carrier Durawhite Exi 6 in 1 Convertible 2 Ton 5 Star Inverter Split AC with Auto Cleanser (2024 Model, Copper Condenser, CAI24DH5R34F0)","₹56,990",/carrier-durawhite-exi-6-in-1-convertible-2-ton-5-star-inverter-split-ac-with-auto-cleanser-2024-model-copper-condenser-cai24dh5r34f0-/p/304974
"Haier Turbo Cool Plus 1.6 Ton 3 Star Split AC (2024 Model, Copper Condenser, Anti Dust Filter, HSU19T-TXS3BE-FS)","₹39,490",/haier-turbo-cool-plus-1-6-ton-3-star-split-ac-2024-model-copper-condenser-anti-dust-filter-hsu19t-txs3be-fs-/p/304383
"dyson V12 Floor Dok for Cordless Vacuum Cleaner (971445-01, White/Grey)","₹9,900",/dyson-v12-floor-dok-for-cordless-vacuum-cleaner-971445-01-white-grey-/p/258549
"ILIFE W90 150W Cordless Wet & Dry Vacuum Cleaner with Smart Voice & Light Reminder (3-in-1 Cleaning System, White)","₹16,900",/ilife-w90-150w-cordless-wet-dry-vacuum-cleaner-with-smart-voice-light-reminder-3-in-1-cleaning-system-white-/p/272718
"Sunflame 2400 Watts PTC Fan Oil Filled Room Heater (U.O.F. Technology, SF-955 NF, Black)","₹8,499",/sunflame-2400-watts-ptc-fan-oil-filled-room-heater-u-o-f-technology-sf-955-nf-black-/p/222532
"USHA Swift Alpha 1 Star 1200mm 3 Blade Copper Motor Ceiling Fan (Water Resistant, Rich White)","₹2,099",/usha-swift-alpha-1-star-1200mm-3-blade-copper-motor-ceiling-fan-water-resistant-rich-white-/p/300510
"BAJAJ Euro Prime 1 Star 1200mm 3 Blade Anti Bacterial Ceiling Fan (Dual Tone Trims, Brown & Bronze)","₹4,000",/bajaj-euro-prime-1-star-1200mm-3-blade-anti-bacterial-ceiling-fan-dual-tone-trims-brown-bronze-/p/270603
"Premier Slimline Double Boost 12 Amps Voltage Stabilizer For Up to 1.5 Ton AC (200 V - 240 V, Digital Display, 4KVA, White)","₹4,399",/premier-slimline-double-boost-12-amps-voltage-stabilizer-for-up-to-1-5-ton-ac-200-v-240-v-digital-display-4kva-white-/p/175382
"MR BEAMS Electric Powered 1 Watt Motion Sensor Smart Light (MB302, White)","₹2,914",/mr-beams-electric-powered-1-watt-motion-sensor-smart-light-mb302-white-/p/223116
"Panasonic 10 kg 5 Star Wi-Fi Fully Automatic Top Load Washing Machine (VD1, NA-F100VD1BB, 15 Wash Programs, Black Silver)","₹29,990",/panasonic-10-kg-5-star-wi-fi-fully-automatic-top-load-washing-machine-vd1-na-f100vd1bb-15-wash-programs-black-silver-/p/306657
"Electrolux Silent Performer 2000 W Dry Vacuum Cleaner with Washable Hygiene Filter 12 (360 Degree Motion Technology, Chilli Red)","₹11,990",/electrolux-silent-performer-2000-w-dry-vacuum-cleaner-with-washable-hygiene-filter-12-360-degree-motion-technology-chilli-red-/p/307309
"SR PORTABLES Thia 130Wh 130 Watts Portable Solar Generator (Water Resistant, SRTHIASG, Orange)","₹15,734",/sr-portables-thia-130wh-130-watts-portable-solar-generator-water-resistant-srthiasg-orange-/p/235506
"ILIFE Easine Stick Portable Vacuum Cleaner (1.3L Tank, H75, Grey)","₹12,900",/ilife-easine-stick-portable-vacuum-cleaner-1-3l-tank-h75-grey-/p/262307
dyson V11 Floor Dok Stand,"₹9,900",/dyson-v11-floor-dok-stand/p/233570
"atomberg Smart Door Lock (Snoop Protection, SL1, Rose Gold)","₹15,999",/atomberg-smart-door-lock-snoop-protection-sl1-rose-gold-/p/307163
"Yale Smart Premium Biometric Lock For Furniture (Automatic Opening & Closing, YLDRPC-BL, Black)","₹3,399",/yale-smart-premium-biometric-lock-for-furniture-automatic-opening-closing-yldrpc-bl-black-/p/305445
"Qubo Security Camera (Person Detection, HCM01, White)","₹3,390",/qubo-security-camera-person-detection-hcm01-white-/p/244825
"MR BEAMS Electric Powered 50 Watt Remote Control Motion Sensor Smart Light (MB371, Black)","₹2,414",/mr-beams-electric-powered-50-watt-remote-control-motion-sensor-smart-light-mb371-black-/p/223121
"hindware Amour 6 Litres 4 Star Storage Water Geyser (2000 Watts, 520924, White)","₹6,399",/hindware-amour-6-litres-4-star-storage-water-geyser-2000-watts-520924-white-/p/275668
"Racold Omnis Lux Plus 10 Litres Vertical Storage Water Geyser (3180596, White/Silver)","₹10,890",/racold-omnis-lux-plus-10-litres-vertical-storage-water-geyser-3180596-white-silver-/p/222012
"zunpulse 9 Watts Downlight Electric Powered Smart Light (Smart Assistant, ZUNSD, White)","₹1,390",/zunpulse-9-watts-downlight-electric-powered-smart-light-smart-assistant-zunsd-white-/p/253100
"USHA 800 Watts Two Nos Tube Quartz Room Heater (Overheat Protection, 4302N, Grey)","₹1,299",/usha-800-watts-two-nos-tube-quartz-room-heater-overheat-protection-4302n-grey-/p/302395
"Godrej 8 kg 5 Star Fully Automatic Front Load Washing Machine (Celesta, WFEON CEL 8014 IEBT  SLSR, Built In Heater, Silver)","₹34,000",/godrej-8-kg-5-star-fully-automatic-front-load-washing-machine-celesta-wfeon-cel-8014-iebt-slsr-built-in-heater-silver-/p/308012
"hindware Atlantic Amelio 25 Litres 5 Star Storage Water Geyser (2000 Watts, 523591, White Blue)","₹9,299",/hindware-atlantic-amelio-25-litres-5-star-storage-water-geyser-2000-watts-523591-white-blue-/p/267610
"USHA Instaline 3 Litres Instant Water Geyser (4500 Watts, 44761NL03AX26N, White)","₹3,740",/usha-instaline-3-litres-instant-water-geyser-4500-watts-44761nl03ax26n-white-/p/275443
"Oakter Smart Home Device (Smart Home Kit, White)","₹11,960",/oakter-smart-home-device-smart-home-kit-white-/p/220727
"MR BEAMS Electric Powered 35 Watt Wireless Motion Sensor LED Slim Smart Light (MB862, Black)","₹2,024",/mr-beams-electric-powered-35-watt-wireless-motion-sensor-led-slim-smart-light-mb862-black-/p/223129
"SAMSUNG 653 Litres 3 Star Frost Free Side by Side Door Smart Wi-Fi Enabled Refrigerator with Twin Cooling Plus (RS76CB81A3P0HL, Clean Pink)","₹1,19,400",/samsung-653-litres-3-star-frost-free-side-by-side-door-smart-wi-fi-enabled-refrigerator-with-twin-cooling-plus-rs76cb81a3p0hl-clean-pink-/p/273987
"LLOYD 188 Litres 3 Star Direct Cool Single Door Refrigerator with Bactsheild Technology (GLDC203ST4JC, Cherry Blossom Wine)","₹13,290",/lloyd-188-litres-3-star-direct-cool-single-door-refrigerator-with-bactsheild-technology-gldc203st4jc-cherry-blossom-wine-/p/303252
"Crompton SilentPro Enso 5 Star 1200mm 3 Blade BLDC Motor Ceiling Fan with Remote (Inverter Technology, Silk White)","₹6,999",/crompton-silentpro-enso-5-star-1200mm-3-blade-bldc-motor-ceiling-fan-with-remote-inverter-technology-silk-white-/p/225780
"Yale 20.5 Litres Digital Safety Locker (1 Shelve, YSEB/250/EB1, Black)","₹18,500",/yale-20-5-litres-digital-safety-locker-1-shelve-yseb-250-eb1-black-/p/234507
"Blue Star 1 Ton 5 Star Inverter Split AC (2022 Model, Copper Condenser, Dust Filter, IA512DLU)","₹38,590",/blue-star-1-ton-5-star-inverter-split-ac-2022-model-copper-condenser-dust-filter-ia512dlu-/p/248323
"LLOYD 8 kg 5 Star Fully Automatic Top Load Washing Machine (Aquamatic, GLWMT80GLGAM, Automatic Water Control, Light Grey)","₹18,490",/lloyd-8-kg-5-star-fully-automatic-top-load-washing-machine-aquamatic-glwmt80glgam-automatic-water-control-light-grey-/p/301212
"USHA Upsilon Plus 5 Star 1200mm 3 Blade BLDC Motor Ceiling Fan with Remote (Whisper Quiet Operation, Terra Brown)","₹4,544",/usha-upsilon-plus-5-star-1200mm-3-blade-bldc-motor-ceiling-fan-with-remote-whisper-quiet-operation-terra-brown-/p/271426
"Carrier Xcel Lumo 6 in 1 Convertible 1.5 Ton 3 Star Inverter Split AC with Auto Cleanser (2024 Model, Copper Condenser, CAI18CL3R34F0)","₹38,990",/carrier-xcel-lumo-6-in-1-convertible-1-5-ton-3-star-inverter-split-ac-with-auto-cleanser-2024-model-copper-condenser-cai18cl3r34f0-/p/304933
"ECOVACS Floor Cleaner/Mop for DEEBOT U2 PRO (Reusable, U2PROMPADS, Blue)","₹1,510",/ecovacs-floor-cleaner-mop-for-deebot-u2-pro-reusable-u2prompads-blue-/p/244856
"BOSCH Series 4 364 Litres Frost Free Triple Door Convertible Refrigerator with Temperature Display (CMC36WT5NI, Transition Wine)","₹43,990",/bosch-series-4-364-litres-frost-free-triple-door-convertible-refrigerator-with-temperature-display-cmc36wt5ni-transition-wine-/p/247719
"Honeywell Air Touch P1 Air Purifier (3-Stage Air Filtration, HC000020APP1, White)","₹14,999",/honeywell-air-touch-p1-air-purifier-3-stage-air-filtration-hc000020app1-white-/p/300352
"morphy richards 2900 Watt PTC Fan Oil Filled Room Heater (OFR 9F, White)","₹9,999",/morphy-richards-2900-watt-ptc-fan-oil-filled-room-heater-ofr-9f-white-/p/169450
"BLACK&DECKER 2500 Watts Oil Filled Room Heater (Adjustable Thermostat, BXRA0901IN, White)","₹9,499",/black-decker-2500-watts-oil-filled-room-heater-adjustable-thermostat-bxra0901in-white-/p/255749
"Haier 1.5 Ton 3 Star Fixed Speed Window AC (2024 Model, Copper Condenser, Anti Dust Filter, HWU18TFEW3BEFSAC)","₹31,390",/haier-1-5-ton-3-star-fixed-speed-window-ac-2024-model-copper-condenser-anti-dust-filter-hwu18tfew3befsac-/p/304391
"KENSTAR Spring 25 Litres 4 Star Storage Water Geyser (2000 Watts, KGSSPR25BP8VGN-DSE, White/Blue)","₹9,049",/kenstar-spring-25-litres-4-star-storage-water-geyser-2000-watts-kgsspr25bp8vgn-dse-white-blue-/p/219803
"iGear BeDazzle 5 Watts Flame Atmosphere Speaker (Lamp + In-Built Bluetooth Speaker, iG-1063, Black)","₹3,490",/igear-bedazzle-5-watts-flame-atmosphere-speaker-lamp-+-in-built-bluetooth-speaker-ig-1063-black-/p/245013
"hindware Amour 25 Litres 4 Star Storage Water Geyser (2000 Watts, 519912, White)","₹7,200",/hindware-amour-25-litres-4-star-storage-water-geyser-2000-watts-519912-white-/p/267607
"SHARP Dual Purification Technology Air Purifier (Mosquito Catcher, FP-GM50E-B, Black)","₹16,114",/sharp-dual-purification-technology-air-purifier-mosquito-catcher-fp-gm50e-b-black-/p/222418
"HAVELLS Inox 5 Star 1200mm 3 Blade BLDC Motor Ceiling Fan with Remote (Inverter Technology, Slate)","₹8,349",/havells-inox-5-star-1200mm-3-blade-bldc-motor-ceiling-fan-with-remote-inverter-technology-slate-/p/304581
"GM Lemoid 10 Amps 3 Sockets Surge Protector (2 Meters, 3258, White/Red)","₹1,044",/gm-lemoid-10-amps-3-sockets-surge-protector-2-meters-3258-white-red-/p/224890
"morphy richards 2500 Watt PTC Fan Oil Filled Room Heater (OFR 11F, White)","₹11,490",/morphy-richards-2500-watt-ptc-fan-oil-filled-room-heater-ofr-11f-white-/p/169451
"Origin Novita Semi-Permanent Built-in Ionizer Technology Air Purifier & Dehumidifier (Silent Operation, ND 298, White)","₹22,899",/origin-novita-semi-permanent-built-in-ionizer-technology-air-purifier-dehumidifier-silent-operation-nd-298-white-/p/220316
"Godrej 7.5 kg 5 Star Inverter Fully Automatic Top Load Washing Machine (Eon Allure Classic, WTEON ALR C 75 5.0 FDANS GPGR, Cascade Waterfall Technology, Graphite Grey)","₹18,990",/godrej-7-5-kg-5-star-inverter-fully-automatic-top-load-washing-machine-eon-allure-classic-wteon-alr-c-75-5-0-fdans-gpgr-cascade-waterfall-technology-graphite-grey-/p/239135
"TOSHIBA 9 kg 5 Star Inverter Fully Automatic Top Load Washing Machine (AW-DJ1000F-IND, i-Clean Function, Silver)","₹23,290",/toshiba-9-kg-5-star-inverter-fully-automatic-top-load-washing-machine-aw-dj1000f-ind-i-clean-function-silver-/p/253137
"VENUS Celo 10 Litres 5 Star Storage Water Geyser (2000 Watts, 010CV, White)","₹7,270",/venus-celo-10-litres-5-star-storage-water-geyser-2000-watts-010cv-white-/p/219827
"GM Lemoid 10 Amps 3 Sockets Surge Protector (Thermal Trip Technology, 3290, Red/White)",₹994,/gm-lemoid-10-amps-3-sockets-surge-protector-thermal-trip-technology-3290-red-white-/p/260989
HAVELLS Puro DX 25 Litre 4 Star Vertical Storage Geyser with Feroglas Technology (Ivory Pink),"₹11,874",/havells-puro-dx-25-litre-4-star-vertical-storage-geyser-with-feroglas-technology-ivory-pink-/p/242344
BAJAJ Calenta 25 Litre 5 Star Vertical Storage Geyser with Titanium Armour Technology (White),"₹9,984",/bajaj-calenta-25-litre-5-star-vertical-storage-geyser-with-titanium-armour-technology-white-/p/206914
"Godrej 40 Litres Safe Bio Smart Locks (NX Pro, Ivory)","₹22,420",/godrej-40-litres-safe-bio-smart-locks-nx-pro-ivory-/p/221468
"TATA POWER EZ HOME Google Home and Amazon Alexa Smart Plug for AC, TV, Set-Top (Auto Timer, GWF-SI01-IR, White)","₹2,044",/tata-power-ez-home-google-home-and-amazon-alexa-smart-plug-for-ac-tv-set-top-auto-timer-gwf-si01-ir-white-/p/245039
"HITACHI TOUSHI PLUS 5200XL 1 Ton 5 Star Inverter Split AC (2023 Model, Copper Condenser, Superfine Mesh Filter, RAS.E512PCAIBS)","₹36,990",/hitachi-toushi-plus-5200xl-1-ton-5-star-inverter-split-ac-2023-model-copper-condenser-superfine-mesh-filter-ras-e512pcaibs-/p/304273
"Origin novita Multiple Modes Air Purifier and Dehumidifier (ND25.5, White)","₹48,015",/origin-novita-multiple-modes-air-purifier-and-dehumidifier-nd25-5-white-/p/275323
"zunpulse 12 Watts Smart Light (Motion Sensor, ZP053, White)",₹999,/zunpulse-12-watts-smart-light-motion-sensor-zp053-white-/p/270371
"Tefal X-Force Flex 8.60 185 Watts Dry Vacuum Cleaner (0.55 Litres, TY967701, Red/Black)","₹16,644",/tefal-x-force-flex-8-60-185-watts-dry-vacuum-cleaner-0-55-litres-ty967701-red-black-/p/256862
"nex Dryft A90 5 Star 1200mm 3 Blade BLDC Motor Ceiling Fan with Remote (Dust Resistant, Classic White)","₹7,299",/nex-dryft-a90-5-star-1200mm-3-blade-bldc-motor-ceiling-fan-with-remote-dust-resistant-classic-white-/p/305239
"Blue Star 358 Liters Direct Cool Single Door Refrigerator with Temperature Settings (SC375F, White)","₹40,990",/blue-star-358-liters-direct-cool-single-door-refrigerator-with-temperature-settings-sc375f-white-/p/272136
